Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
48828987,Thrown in the Throat (National Poetry Series),Benjamin Garcia,"Garcia, Benjamin",,"=""1571315217""","=""9781571315212""",0,4.31,Milkweed Editions,Paperback,96,2020,2020,,2025/01/18,to-read,to-read (#1898),to-read,,,,0,0
139878,Deepstep Come Shining,C.D. Wright,"Wright, C.D.",,"=""155659092X""","=""9781556590924""",0,4.23,Copper Canyon Press,Paperback,128,1998,1998,,2025/01/18,to-read,to-read (#1897),to-read,,,,0,0
591189,The Rocking-Horse Winner,D.H. Lawrence,"Lawrence, D.H.",,"=""1860920071""","=""9781860920073""",0,3.84,Travelman Classics,Paperback,22,1998,1926,,2025/01/18,to-read,to-read (#1896),to-read,,,,0,0
26158735,Black Movie,Danez Smith,"Smith, Danez",,"=""""","=""9781943735006""",0,4.46,Button Poetry,Paperback,40,2015,2015,,2025/01/18,to-read,to-read (#1895),to-read,,,,0,0
44094014,Homie,Danez Smith,"Smith, Danez",,"=""1644450100""","=""9781644450109""",0,4.41,Graywolf Press,Paperback,96,2020,2020,,2025/01/18,to-read,to-read (#1894),to-read,,,,0,0
33375618,Don't Call Us Dead,Danez Smith,"Smith, Danez",,"=""1555977855""","=""9781555977856""",0,4.47,Graywolf Press,Paperback,96,2017,2017,,2025/01/18,to-read,to-read (#1893),to-read,,,,0,0
59608146,The 1619 Project: A New Origin Story,Nikole Hannah-Jones,"Hannah-Jones, Nikole","The New York Times, Caitlin Roper, Ilena Silverman, Jake Silverstein, Leslie Alexander, Michelle Alexander, Carol Anderson, Joshua Bennett, Reginald Dwayne Betts, Jamelle Bouie, Anthea Butler, Matthew Desmond, Rita Dove, Camille T. Dungy, Cornelius Eady, Eve L. Ewing, Nikky Finney, Vievee Francis, Yaa Gyasi, Forrest Hamer, Terrance Hayes, Kimberly Annece Henderson, Jeneen InterlandI, Honorée Fanonne Jeffers, Barry Jenkins, Tyehimba Jess, Martha S. Jones, Robert Jones Jr., A. Van Jordan, Ibram X. Kendi, Eddie Kendricks, Yusef Komunyakaa, Kevin M. Kruse, Kiese Laymon, Trymaine Lee, Jasmine Mans, Terry McMillan, Tiya Miles, Wesley Morris, Khali Gibran Muhammad, Lynn Nottage, Z.Z. Packer, Gregory Pardlo, Darryl Pinckney, Claudia Rankine, Jason Reynolds, Dorothy Roberts, Sonia Sanchez, Tim Seibles, Evie Shockley, Clint   Smith, Danez Smith, Patricia Smith, Tracy K. Smith, Bryan Stevenson, Nafissa Thompson-Spires, Natasha Tretheway, Linda Villarosa, Jesmyn Ward","=""""","=""""",0,4.62,Random House Audio,Audible Audio,19,2021,2019,,2025/01/18,to-read,to-read (#1892),to-read,,,,0,0
563820,A Child's Christmas in Wales,Dylan Thomas,"Thomas, Dylan",Trina Schart Hyman,"=""0823405656""","=""9780823405657""",0,4.12,Holiday House,Hardcover,48,1985,1952,,2025/01/18,to-read,to-read (#1891),to-read,,,,0,0
763508,Under Milk Wood,Dylan Thomas,"Thomas, Dylan",,"=""0811202097""","=""9780811202091""",0,4.02,New Directions,Paperback,107,1954,1954,,2025/01/18,to-read,to-read (#1890),to-read,,,,0,0
6324467,Kneller's Happy Campers,Etgar Keret,"Keret, Etgar",,"=""0701184310""","=""9780701184315""",0,4.06,Chatto & Windus,Paperback,96,2009,1998,,2025/01/18,to-read,to-read (#1889),to-read,,,,0,0
60427,Missing Kissinger,Etgar Keret,"Keret, Etgar","Miriam Shlesinger, Sondra Silverston","=""0701179902""","=""9780701179908""",0,4.01,Chatto & Windus,Paperback,211,2007,1994,,2025/01/18,to-read,to-read (#1888),to-read,,,,0,0
43212798,Fly Already,Etgar Keret,"Keret, Etgar",,"=""1594633274""","=""9781594633270""",0,4.03,Riverhead Books,Hardcover,224,2019,2018,,2025/01/18,to-read,to-read (#1887),to-read,,,,0,0
60424,The Nimrod Flipout,Etgar Keret,"Keret, Etgar","Sondra Silverston, Miriam Shlesinger, Institute for Translation of Hebrew Literature","=""0374222436""","=""9780374222437""",0,3.95,"Farrar, Straus and Giroux",Paperback,167,2006,2002,,2025/01/18,to-read,to-read (#1886),to-read,,,,0,0
836957,The Bus Driver Who Wanted to be God and Other Stories,Etgar Keret,"Keret, Etgar",Miriam Schlesinger,"=""1592641059""","=""9781592641055""",0,3.95,Toby Pr,Paperback,130,2004,2001,,2025/01/18,to-read,to-read (#1885),to-read,,,,0,0
23399025,The Seven Good Years,Etgar Keret,"Keret, Etgar","Sondra Silverston, Miriam Shlesinger, Jessica Cohen, Anthony Berris, Jason Polan","=""1594633266""","=""9781594633263""",0,4.16,Riverhead Books,Hardcover,173,2015,2013,,2025/01/18,to-read,to-read (#1884),to-read,,,,0,0
18406158,Like a Beggar,Ellen Bass,"Bass, Ellen",,"=""155659464X""","=""9781556594649""",0,4.43,Copper Canyon Press,Paperback,70,2014,2014,,2025/01/18,to-read,to-read (#1883),to-read,,,,0,0
3090406,The Courage to Heal: A Guide for Women Survivors of Child Sexual Abuse,Ellen Bass,"Bass, Ellen",Laura   Davis,"=""0061284335""","=""9780061284335""",0,4.21,William Morrow Paperbacks,Paperback,640,2008,,,2025/01/18,to-read,to-read (#1882),to-read,,,,0,0
125219,Geography III,Elizabeth Bishop,"Bishop, Elizabeth",,"=""0374514402""","=""9780374514402""",0,4.27,"Farrar, Straus and Giroux",Paperback,50,1978,1976,,2025/01/18,to-read,to-read (#1881),to-read,,,,0,0
60322,Collected Sonnets,Edna St. Vincent Millay,"Millay, Edna St. Vincent","Ruth Bornschlegel, Norma Millay, Elizabeth Barnett","=""0060910917""","=""9780060910914""",0,4.33,Perennial,Paperback,187,1988,1917,,2025/01/18,to-read,to-read (#1880),to-read,,,,0,0
537430,Renascence and Other Poems (Dover Thrift Editions),Edna St. Vincent Millay,"Millay, Edna St. Vincent",,"=""048626873X""","=""9780486268736""",0,4.23,Dover,Paperback,64,2011,1917,,2025/01/18,to-read,to-read (#1879),to-read,,,,0,0
60316,The Selected Poetry,Edna St. Vincent Millay,"Millay, Edna St. Vincent","Olivia Gatwood, Nancy Milford","=""0375761233""","=""9780375761232""",0,4.18,Modern Library,Paperback,160,2002,1991,,2025/01/18,to-read,to-read (#1878),to-read,,,,0,0
133380,Collected Poems,Edna St. Vincent Millay,"Millay, Edna St. Vincent",,"=""0060908890""","=""9780060908898""",0,4.24,HarpPeren,Paperback,768,1981,1956,,2025/01/18,to-read,to-read (#1877),to-read,,,,0,0
144896,The Enormous Room,E.E. Cummings,"Cummings, E.E.",,"=""1406936537""","=""9781406936537""",0,3.68,Hard Press,Paperback,200,2006,1922,,2025/01/18,to-read,to-read (#1876),to-read,,,,0,0
26599,Selected Poems,E.E. Cummings,"Cummings, E.E.",Richard S. Kennedy,"=""0871401541""","=""9780871401540""",0,4.22,Liveright,Paperback,208,2007,1960,,2025/01/18,to-read,to-read (#1875),to-read,,,,0,0
76889,100 Selected Poems,E.E. Cummings,"Cummings, E.E.",,"=""0802130720""","=""9780802130723""",0,4.29,Grove Press,Paperback,121,1994,1923,,2025/01/18,to-read,to-read (#1874),to-read,,,,0,0
868211,The Poems of Gerard Manley Hopkins,Gerard Manley Hopkins,"Hopkins, Gerard Manley","W.H. Gardner, N.H. MacKenzie","=""0192810944""","=""9780192810946""",0,4.29,Oxford University Press,Paperback,428,1976,1918,,2025/01/18,to-read,to-read (#1873),to-read,,,,0,0
341340,Poems and Prose,Gerard Manley Hopkins,"Hopkins, Gerard Manley",W.H. Gardner,"=""0140420150""","=""9780140420159""",0,4.24,Penguin Books,Paperback,260,1953,1953,,2025/01/18,to-read,to-read (#1872),to-read,,,,0,0
659345,The Essential Gwendolyn Brooks: (American Poets Project #19),Gwendolyn Brooks,"Brooks, Gwendolyn",Elizabeth Alexander,"=""1931082871""","=""9781931082877""",0,4.34,Library of America,Hardcover,174,2005,2005,,2025/01/18,to-read,to-read (#1871),to-read,,,,0,0
225750,Selected Poems,Gwendolyn Brooks,"Brooks, Gwendolyn",,"=""0060882964""","=""9780060882969""",0,4.20,Harper Perennial Modern Classics,Paperback,161,2006,1963,,2025/01/18,to-read,to-read (#1870),to-read,,,,0,0
225754,Maud Martha,Gwendolyn Brooks,"Brooks, Gwendolyn",,"=""0883780615""","=""9780883780619""",0,4.11,Third World Press,Paperback,192,1992,1953,,2025/01/18,to-read,to-read (#1869),to-read,,,,0,0
405981,Dancing in Odessa,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1932195122""","=""9781932195125""",0,4.21,Tupelo Press,Paperback,58,2004,2004,,2025/01/18,to-read,to-read (#1868),to-read,,,,0,0
40121980,Deaf Republic,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1555978312""","=""9781555978310""",0,4.40,Graywolf Press,Paperback,80,2019,2019,,2025/01/18,to-read,to-read (#1867),to-read,,,,0,0
127535,The Splinter Factory,Jeffrey McDaniel,"McDaniel, Jeffrey",,"=""0916397793""","=""9780916397791""",0,4.27,"Manic D Press, Inc.",Paperback,96,2002,2002,,2025/01/18,to-read,to-read (#1866),to-read,,,,0,0
96050,How We Became Human: New and Selected Poems 1975-2001,Joy Harjo,"Harjo, Joy",,"=""0393325342""","=""9780393325348""",0,4.31,W. W. Norton & Company,Paperback,272,2004,2002,,2025/01/18,to-read,to-read (#1865),to-read,,,,0,0
58975114,Remember,Joy Harjo,"Harjo, Joy",Michaela Goade,"=""""","=""""",0,4.42,,,40,2023,2023,,2025/01/18,to-read,to-read (#1864),to-read,,,,0,0
96051,She Had Some Horses,Joy Harjo,"Harjo, Joy",,"=""1560258306""","=""9781560258308""",0,4.29,Seal Press,Paperback,96,2005,1982,,2025/01/18,to-read,to-read (#1863),to-read,,,,0,0
56769519,Poet Warrior: A Memoir,Joy Harjo,"Harjo, Joy",,"=""0393248526""","=""9780393248524""",0,4.35,W. W. Norton & Company,Hardcover,240,2021,2021,,2025/01/18,to-read,to-read (#1862),to-read,,,,0,0
30231786,Conflict Resolution for Holy Beings: Poems,Joy Harjo,"Harjo, Joy",,"=""039335363X""","=""9780393353631""",0,4.33,W. W. Norton & Company,Paperback,160,2017,2015,,2025/01/18,to-read,to-read (#1861),to-read,,,,0,0
13409655,Crazy Brave,Joy Harjo,"Harjo, Joy",,"=""0393073467""","=""9780393073461""",0,4.20,W. W. Norton & Company,Hardcover,172,2012,2012,,2025/01/18,to-read,to-read (#1860),to-read,,,,0,0
43726586,An American Sunrise,Joy Harjo,"Harjo, Joy",,"=""1324003863""","=""9781324003861""",0,4.28,W. W. Norton & Company,Hardcover,116,2019,2019,,2025/01/18,to-read,to-read (#1859),to-read,,,,0,0
19004888,Trees and Other Poems,Joyce Kilmer,"Kilmer, Joyce",,"=""""","=""""",0,3.85,,Kindle Edition,43,2011,1914,,2025/01/18,to-read,to-read (#1858),to-read,,,,0,0
134025,The Complete English Poems,John Donne,"Donne, John",A.J. Smith,"=""0140422099""","=""9780140422092""",0,4.15,Penguin Books,Paperback,688,1977,1633,,2025/01/18,to-read,to-read (#1857),to-read,,,,0,0
666994,Women in Praise of the Sacred: 43 Centuries of Spiritual Poetry by Women,Jane Hirshfield,"Hirshfield, Jane",,"=""0060925760""","=""9780060925765""",0,4.37,Harper Perennial,Paperback,288,1995,1994,,2025/01/18,to-read,to-read (#1856),to-read,,,,0,0
11861721,The Heart of Haiku,Jane Hirshfield,"Hirshfield, Jane",,"=""""","=""""",0,3.93,Jane Hirshfield,Kindle Edition,29,2011,2011,,2025/01/18,to-read,to-read (#1855),to-read,,,,0,0
76548,Averno,Louise Glück,"Glück, Louise",,"=""0374530742""","=""9780374530747""",0,4.19,"Farrar, Strauss & Giroux",Paperback,76,2007,2006,,2025/01/18,to-read,to-read (#1854),to-read,,,,0,0
537681,"Carnival Evening: New and Selected Poems, 1968-1998",Linda Pastan,"Pastan, Linda",,"=""0393046311""","=""9780393046311""",0,4.43,W W Norton & Co Inc,Hardcover,301,1998,1998,,2025/01/18,to-read,to-read (#1853),to-read,,,,0,0
906943,Behind My Eyes: Poems,Li-Young Lee,"Lee, Li-Young",,"=""0393065421""","=""9780393065428""",0,4.07,W. W. Norton & Company,Hardcover,144,2008,2008,,2025/01/18,to-read,to-read (#1852),to-read,,,,0,0
220062,"Book of My Nights: Poems (American Poets Continuum, 68)",Li-Young Lee,"Lee, Li-Young",,"=""1929918089""","=""9781929918089""",0,4.16,BOA Editions Ltd.,Paperback,64,2001,2001,,2025/01/18,to-read,to-read (#1851),to-read,,,,0,0
220063,The City in Which I Love You,Li-Young Lee,"Lee, Li-Young",,"=""0918526833""","=""9780918526830""",0,4.24,BOA Editions Ltd.,Paperback,89,1990,1990,,2025/01/18,to-read,to-read (#1850),to-read,,,,0,0
220061,Rose,Li-Young Lee,"Lee, Li-Young",Gerald Stern,"=""0918526531""","=""9780918526533""",0,4.31,BOA Editions Ltd.,Paperback,71,1993,1986,,2025/01/18,to-read,to-read (#1849),to-read,,,,0,0
5944,The Cinnamon Peeler: Selected Poems,Michael Ondaatje,"Ondaatje, Michael",,"=""0679779132""","=""9780679779131""",0,4.18,Knopf Doubleday Publishing Group,Paperback,210,1997,1989,,2025/01/18,to-read,to-read (#1848),to-read,,,,0,0
5946,In the Skin of a Lion,Michael Ondaatje,"Ondaatje, Michael",,"=""0679772669""","=""9780679772668""",0,3.84,Knopf Doubleday Publishing Group,Paperback,256,1997,1987,,2025/01/18,to-read,to-read (#1847),to-read,,,,0,0
18369456,Survival Songs,Meggie C. Royer,"Royer, Meggie C.",,"=""""","=""""",0,4.20,Where Are You Press,Paperback,80,2016,2013,,2025/01/18,to-read,to-read (#1846),to-read,,,,0,0
20663754,The Fur Person,May Sarton,"Sarton, May",,"=""039334990X""","=""9780393349900""",0,4.18,W. W. Norton & Company,Paperback,111,2014,1957,,2025/01/18,to-read,to-read (#1845),to-read,,,,0,0
845386,Journal of a Solitude,May Sarton,"Sarton, May",,"=""0393309282""","=""9780393309287""",0,4.15,W. W. Norton & Company,Paperback,208,1992,1973,,2025/01/18,to-read,to-read (#1844),to-read,,,,0,0
60437179,Constellation Route,Matthew Olzmann,"Olzmann, Matthew",,"=""1948579235""","=""9781948579230""",0,4.29,Alice James Books,Paperback,100,2022,2022,,2025/01/18,to-read,to-read (#1843),to-read,,,,0,0
16057266,Mezzanines,Matthew Olzmann,"Olzmann, Matthew",,"=""1882295986""","=""9781882295982""",0,4.29,Alice James Books,Paperback,80,2013,2013,,2025/01/18,to-read,to-read (#1842),to-read,,,,0,0
131946,Selected Poems of Mark Strand,Mark Strand,"Strand, Mark",,"=""0679733019""","=""9780679733010""",0,4.19,Knopf,Paperback,152,1990,1980,,2025/01/18,to-read,to-read (#1841),to-read,,,,0,0
131944,Blizzard of One,Mark Strand,"Strand, Mark",,"=""0375701370""","=""9780375701375""",0,4.03,Knopf Doubleday Publishing Group,Paperback,55,2000,1998,,2025/01/18,to-read,to-read (#1840),to-read,,,,0,0
203838,The Making of a Poem: A Norton Anthology of Poetic Forms,Mark Strand,"Strand, Mark",Eavan Boland,"=""0393321789""","=""9780393321784""",0,4.01,W. W. Norton & Company,Paperback,400,2001,2000,,2025/01/18,to-read,to-read (#1839),to-read,,,,0,0
1054593,The Kingdom of Ordinary Time: Poems,Marie Howe,"Howe, Marie",,"=""0393041999""","=""9780393041996""",0,4.08,W. W. Norton & Company,Hardcover,80,2008,2008,,2025/01/18,to-read,to-read (#1838),to-read,,,,0,0
206472,What the Living Do: Poems,Marie Howe,"Howe, Marie",,"=""0393318869""","=""9780393318869""",0,4.32,W. W. Norton,Paperback,91,1999,1997,,2025/01/18,to-read,to-read (#1837),to-read,,,,0,0
51044818,Dearly: New Poems,Margaret Atwood,"Atwood, Margaret",,"=""0063032511""","=""9780063032514""",0,3.74,Ecco,Kindle Edition,137,2020,2020,,2025/01/18,to-read,to-read (#1836),to-read,,,,0,0
17653,Selected Poems 2: 1976 - 1986,Margaret Atwood,"Atwood, Margaret",,"=""0395454069""","=""9780395454060""",0,4.19,Ecco,Paperback,160,2023,1986,,2025/01/18,to-read,to-read (#1835),to-read,,,,0,0
17648,Selected Poems 1: 1965-1975,Margaret Atwood,"Atwood, Margaret",,"=""0395404223""","=""9780395404225""",0,4.15,Ecco,Paperback,240,2023,1976,,2025/01/18,to-read,to-read (#1834),to-read,,,,0,0
28776,Morning In The Burned House: Poems,Margaret Atwood,"Atwood, Margaret",,"=""0395825210""","=""9780395825211""",0,4.12,Ecco,Paperback,144,2023,1995,,2025/01/18,to-read,to-read (#1833),to-read,,,,0,0
13124956,When My Brother Was an Aztec,Natalie Díaz,"Díaz, Natalie",,"=""155659383X""","=""9781556593833""",0,4.40,Copper Canyon Press,Paperback,103,2012,2012,,2025/01/18,to-read,to-read (#1832),to-read,,,,0,0
44094069,Postcolonial Love Poem,Natalie Díaz,"Díaz, Natalie",,"=""1644450143""","=""9781644450147""",0,4.33,Graywolf Press,Paperback,107,2020,2020,,2025/01/18,to-read,to-read (#1831),to-read,,,,0,0
59713003,Dear God. Dear Bones. Dear Yellow.,Noor  Hindi,"Hindi, Noor",,"=""1642596965""","=""9781642596960""",0,4.52,Haymarket Books,Paperback,80,2022,2022,,2025/01/18,to-read,to-read (#1830),to-read,,,,0,0
33544908,Ordinary Beast: Poems,Nicole Sealey,"Sealey, Nicole",,"=""0062688820""","=""9780062688828""",0,4.02,Ecco,Kindle Edition,96,2017,2017,,2025/01/18,to-read,to-read (#1829),to-read,,,,0,0
342068,19 Varieties of Gazelle: Poems of the Middle East,Naomi Shihab Nye,"Nye, Naomi Shihab",,"=""0060504048""","=""9780060504045""",0,4.08,Greenwillow Books,Paperback,142,2005,1994,,2025/01/18,to-read,to-read (#1828),to-read,,,,0,0
187143,Words Under the Words: Selected Poems (A Far Corner Book),Naomi Shihab Nye,"Nye, Naomi Shihab",,"=""0933377290""","=""9780933377295""",0,4.39,The Eighth Mountain Press,Paperback,160,1994,1994,,2025/01/18,to-read,to-read (#1827),to-read,,,,0,0
111879,Collected Poems,Philip Larkin,"Larkin, Philip",Anthony Thwaite,"=""0374529205""","=""9780374529208""",0,4.21,"Farrar, Straus and Giroux",Paperback,218,2004,1988,,2025/01/18,to-read,to-read (#1826),to-read,,,,0,0
122600,Iron John: A Book About Men,Robert  Bly,"Bly, Robert",,"=""0306813769""","=""9780306813764""",0,3.90,Da Capo Press,Paperback,288,2004,1990,,2025/01/18,to-read,to-read (#1825),to-read,,,,0,0
11446,"Will You Please Be Quiet, Please?",Raymond Carver,"Carver, Raymond",,"=""0099449897""","=""9780099449898""",0,4.20,Vintage Random House ,Paperback,181,2003,1976,,2025/01/18,to-read,to-read (#1824),to-read,,,,0,0
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,"Carver, Raymond",,"=""0679722319""","=""9780679722311""",0,4.41,Vintage Contemporaries,Paperback,544,2000,1988,,2025/01/18,to-read,to-read (#1823),to-read,,,,0,0
11449,Cathedral,Raymond Carver,"Carver, Raymond",,"=""0679723692""","=""9780679723691""",0,4.24,Vintage Contemporaries,Paperback,230,1989,1983,,2025/01/18,to-read,to-read (#1822),to-read,,,,0,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.03,Vintage Books,Paperback,159,1989,1981,,2025/01/18,to-read,to-read (#1821),to-read,,,,0,0
139004,Essays and Poems,Ralph Waldo Emerson,"Emerson, Ralph Waldo",Peter Norberg,"=""159308076X""","=""9781593080761""",0,4.01,Sterling Publishing,Paperback,560,2005,1856,,2025/01/18,to-read,to-read (#1820),to-read,,,,0,0
19035159,War Dances: Stories and Poems,Sherman Alexie,"Alexie, Sherman",,"=""""","=""""",0,3.91,Open Road Media,Kindle Edition,198,2013,2009,,2025/01/18,to-read,to-read (#1819),to-read,,,,0,0
52872,Flight,Sherman Alexie,"Alexie, Sherman",,"=""0802170374""","=""9780802170378""",0,3.89,Grove Atlantic Black Cat,Paperback,181,2007,2007,,2025/01/18,to-read,to-read (#1818),to-read,,,,0,0
6159,Reservation Blues,Sherman Alexie,"Alexie, Sherman",,"=""0802141900""","=""9780802141903""",0,3.98,Grove Press,Paperback,306,2005,1995,,2025/01/18,to-read,to-read (#1817),to-read,,,,0,0
52873,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,"Alexie, Sherman",,"=""0802141676""","=""9780802141675""",0,4.09,Grove Press,Paperback,242,2005,1993,,2025/01/18,to-read,to-read (#1816),to-read,,,,0,0
31420708,You Don't Have to Say You Love Me,Sherman Alexie,"Alexie, Sherman",,"=""031627075X""","=""9780316270755""",0,4.14,"Little, Brown and Company",Hardcover,457,2017,2017,,2025/01/18,to-read,to-read (#1815),to-read,,,,0,0
3237684,Posthumous Keats: A Personal Biography,Stanley Plumly,"Plumly, Stanley",,"=""0393065731""","=""9780393065732""",0,4.17,W. W. Norton & Company,Hardcover,392,2008,2008,,2025/01/18,to-read,to-read (#1814),to-read,,,,0,0
1294049,Love Songs,Sara Teasdale,"Teasdale, Sara",,"=""159456891X""","=""9781594568916""",0,4.07,BookSurge Classics,Paperback,83,2009,1917,,2025/01/18,to-read,to-read (#1813),to-read,,,,0,0
1120879,The Collected Poems,Sara Teasdale,"Teasdale, Sara",,"=""1568493452""","=""9781568493459""",0,4.34,Buccaneer Books,Hardcover,224,1996,1937,,2025/01/18,to-read,to-read (#1812),to-read,,,,0,0
20763965,Bone Map: Poems (National Poetry Series),Sara Eliza Johnson,"Johnson, Sara Eliza",Martha Collins,"=""1571314695""","=""9781571314697""",0,4.26,Milkweed Editions,Paperback,96,2014,2014,,2025/01/18,to-read,to-read (#1811),to-read,,,,0,0
54416144,Home Is Not a Country,Safia Elhillo,"Elhillo, Safia",,"=""0593177053""","=""9780593177051""",0,4.20,Make Me a World,Hardcover,224,2021,2021,,2025/01/18,to-read,to-read (#1810),to-read,,,,0,0
239231,The Poetry Home Repair Manual: Practical Advice for Beginning Poets,Ted Kooser,"Kooser, Ted",,"=""0803259786""","=""9780803259782""",0,4.15,Bison Books,Paperback,170,2007,2005,,2025/01/18,to-read,to-read (#1809),to-read,,,,0,0
239229,Delights and Shadows,Ted Kooser,"Kooser, Ted",,"=""1556592019""","=""9781556592010""",0,4.23,Copper Canyon Press,Paperback,87,2004,2004,,2025/01/18,to-read,to-read (#1808),to-read,,,,0,0
135917,Donkey Gospel,Tony Hoagland,"Hoagland, Tony",,"=""1555972683""","=""9781555972684""",0,4.14,Graywolf Press,Paperback,71,1998,1998,,2025/01/18,to-read,to-read (#1807),to-read,,,,0,0
135913,What Narcissism Means to Me,Tony Hoagland,"Hoagland, Tony",,"=""1555973868""","=""9781555973865""",0,4.08,Graywolf Press,Paperback,78,2003,2003,,2025/01/18,to-read,to-read (#1806),to-read,,,,0,0
50365,"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,"Seth, Vikram",,"=""0060786523""","=""9780060786526""",0,4.12,Harper Perennial Modern Classics,Paperback,1474,2005,1993,,2025/01/18,to-read,to-read (#1805),to-read,,,,0,0
61204,Neon Vernacular: New and Selected Poems,Yusef Komunyakaa,"Komunyakaa, Yusef",,"=""0819512117""","=""9780819512116""",0,4.19,Wesleyan University Press,Paperback,188,1993,1993,,2025/01/18,to-read,to-read (#1804),to-read,,,,0,0
34272476,Devotions: The Selected Poems of Mary Oliver,Mary Oliver,"Oliver, Mary",,"=""0399563245""","=""9780399563249""",0,4.58,Penguin Press,Hardcover,456,2017,2017,2025/01/18,2023/06/30,,,read,,,,1,0
11701,"The Collected Poems, 1957-1987",Octavio Paz,"Paz, Octavio","Eliot Weinberger, Elizabeth Bishop","=""0811211738""","=""9780811211734""",0,4.32,New Directions,Paperback,669,1991,1991,,2025/01/07,to-read,to-read (#1803),to-read,,,,0,0
387812,The Half-Finished Heaven,Tomas Tranströmer,"Tranströmer, Tomas",Robert  Bly,"=""1555973515""","=""9781555973513""",0,4.21,Graywolf Press,Paperback,122,2001,1962,,2025/01/07,to-read,to-read (#1802),to-read,,,,0,0
305941,The Great Enigma: New Collected Poems,Tomas Tranströmer,"Tranströmer, Tomas",Robin Fulton,"=""0811216721""","=""9780811216722""",0,4.28,New Directions,Paperback,288,2006,2006,,2025/01/07,to-read,to-read (#1801),to-read,,,,0,0
37941609,Asymmetry: Poems,Adam Zagajewski,"Zagajewski, Adam",Clare Cavanagh,"=""0374106479""","=""9780374106478""",0,4.16,"Farrar, Straus and Giroux",Hardcover,77,2018,2014,,2025/01/07,to-read,to-read (#1800),to-read,,,,0,0
341089,Without End: New and Selected Poems,Adam Zagajewski,"Zagajewski, Adam","Clare Cavanagh, Benjamin Ivry, Renata Gorczynski","=""0374528616""","=""9780374528614""",0,4.37,"Farrar, Straus and Giroux",Paperback,287,2003,2002,,2025/01/07,to-read,to-read (#1799),to-read,,,,0,0
19660,Such a Long Journey,Rohinton Mistry,"Mistry, Rohinton",,"=""0771061315""","=""9780771061318""",0,3.96,McClelland & Stewart,Hardcover,408,2006,1991,,2025/01/07,to-read,to-read (#1798),to-read,,,,0,0
19661,Family Matters,Rohinton Mistry,"Mistry, Rohinton",,"=""037570342X""","=""9780375703423""",0,4.03,Vintage Books,Paperback,434,2003,2002,,2025/01/07,to-read,to-read (#1797),to-read,,,,0,0
748164,Sleepwalking Land,Mia Couto,"Couto, Mia",David Brookshaw,"=""185242897X""","=""9781852428976""",0,4.01,Serpent's Tail,Paperback,256,2006,1992,,2025/01/07,to-read,to-read (#1796),to-read,,,,0,0
430027,"Brother, I'm Dying",Edwidge Danticat,"Danticat, Edwidge",,"=""1400041155""","=""9781400041152""",0,4.16,Knopf,Hardcover,272,2007,2007,,2025/01/07,to-read,to-read (#1795),to-read,,,,0,0
600404,Krik? Krak!,Edwidge Danticat,"Danticat, Edwidge",,"=""067976657X""","=""9780679766575""",0,4.16,Vintage,Paperback,224,1996,1996,,2025/01/07,to-read,to-read (#1794),to-read,,,,0,0
31115,The Farming of Bones,Edwidge Danticat,"Danticat, Edwidge",,"=""0140280499""","=""9780140280494""",0,4.08,Penguin Books,Paperback,312,1999,1998,,2025/01/07,to-read,to-read (#1793),to-read,,,,0,0
5186,"Breath, Eyes, Memory",Edwidge Danticat,"Danticat, Edwidge",,"=""037570504X""","=""9780375705045""",0,3.90,Vintage,Paperback,234,1998,1994,,2025/01/07,to-read,to-read (#1792),to-read,,,,0,0
797635,The Palace of Dreams,Ismail Kadare,"Kadare, Ismail",,"=""1559704160""","=""9781559704168""",0,3.96,Arcade Publishing,Paperback,208,1998,1981,,2025/01/07,to-read,to-read (#1791),to-read,,,,0,0
17902,Broken April,Ismail Kadare,"Kadare, Ismail",,"=""0099449870""","=""9780099449874""",0,4.01,Vintage,Paperback,216,2003,1978,,2025/01/07,to-read,to-read (#1790),to-read,,,,0,0
468273,"Murambi, The Book of Bones",Boubacar Boris Diop,"Diop, Boubacar Boris",Fiona McLaughlin,"=""0253218527""","=""9780253218520""",0,4.21,Indiana University Press,Paperback,228,2006,2004,,2025/01/07,to-read,to-read (#1789),to-read,,,,0,0
827361,The Escape Artist,Diane Chamberlain,"Chamberlain, Diane",,"=""0061090735""","=""9780061090738""",0,4.03,HarperCollins Publishers,Mass Market Paperback,391,1998,1997,,2025/01/07,to-read,to-read (#1788),to-read,,,,0,0
706079,The Courage Tree,Diane Chamberlain,"Chamberlain, Diane",,"=""""","=""""",0,4.00,MIRA,Paperback,399,2001,2001,,2025/01/07,to-read,to-read (#1787),to-read,,,,0,0
