Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17877,The House of the Dead,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""0486434095""","=""9780486434094""",0,4.06,Dover Publications,Paperback,247,2004,1861,,2024/12/25,to-read,to-read (#1423),to-read,,,,0,0
92967,L'Assommoir,Émile Zola,"Zola, Émile",Robin Buss,"=""0140447539""","=""9780140447538""",0,4.08,Penguin Books Ltd,Paperback,480,2001,1876,,2024/12/25,to-read,to-read (#1422),to-read,,,,0,0
25932,Lost Illusions,Honoré de Balzac,"Balzac, Honoré de","George Saintsbury, Ellen Marriage","=""1406506583""","=""9781406506587""",0,4.16,Dodo Pr,Paperback,656,2006,1843,,2024/12/25,to-read,to-read (#1421),to-read,,,,0,0
7186,La Dame aux Camélias,Alexandre Dumas fils,"fils, Alexandre Dumas",David Coward,"=""0192836382""","=""9780192836380""",0,4.04,Oxford University Press,Paperback,256,2000,1848,,2024/12/25,to-read,to-read (#1420),to-read,,,,0,0
63038,The Man Who Laughs,Victor Hugo,"Hugo, Victor",,"=""1934169005""","=""9781934169001""",0,4.24,Norilana Books,Paperback,672,2006,1869,,2024/12/25,to-read,to-read (#1419),to-read,,,,0,0
163716,The Complete Fairy Tales,Oscar Wilde,"Wilde, Oscar",,"=""1934169579""","=""9781934169575""",0,4.18,Norilana Books,Paperback,144,2007,1888,,2024/12/25,to-read,to-read (#1418),to-read,,,,0,0
5695,Demons,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,4.30,Vintage,Paperback,733,1995,1872,,2024/12/25,to-read,to-read (#1417),to-read,,,,0,0
15638,Cyrano de Bergerac,Edmond Rostand,"Rostand, Edmond","Lowell Bair, Eteel Lawson","=""0451528921""","=""9780451528926""",0,4.06,Signet Classics,Mass Market Paperback,240,2003,1897,,2024/12/25,to-read,to-read (#1416),to-read,,,,0,0
128461,A Season in Hell and The Drunken Boat,Arthur Rimbaud,"Rimbaud, Arthur",Louise Varèse,"=""0811201856""","=""9780811201858""",0,4.33,New Directions,Mass Market Paperback,103,1961,1872,,2024/12/25,to-read,to-read (#1415),to-read,,,,0,0
538845,Quo Vadis,Henryk Sienkiewicz,"Sienkiewicz, Henryk",W.S. Kuniczak,"=""0781805503""","=""9780781805506""",0,4.01,Hippocrene Books,Hardcover,589,2006,1896,,2024/12/25,,,read,,,,1,0
16619,Democracy in America,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",0,4.05,Penguin Classics,Paperback,983,2003,1835,,2024/12/25,to-read,to-read (#1414),to-read,,,,0,0
342994,The Little Match Girl,Hans Christian Andersen,"Andersen, Hans Christian",Rachel Isadora,"=""0439643635""","=""9780439643634""",0,4.10,"Scholastic, Inc.",Paperback,32,2003,1845,,2024/12/25,to-read,to-read (#1413),to-read,,,,0,0
5296,An Ideal Husband,Oscar Wilde,"Wilde, Oscar",,"=""048641423X""","=""9780486414232""",0,4.01,Dover Publications,Paperback,78,2001,1893,,2024/12/25,to-read,to-read (#1412),to-read,,,,0,0
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Victor Eremita, Alastair Hannay","=""""","=""""",0,4.16,Penguin Classics,Paperback,633,1992,1843,,2024/12/25,to-read,to-read (#1411),to-read,,,,0,0
14570,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,"Alcott, Louisa May",,"=""0486455599""","=""9780486455594""",0,4.02,Dover Publications,Paperback,224,2007,1874,,2024/12/25,to-read,to-read (#1410),to-read,,,,0,0
246546,An Old-Fashioned Girl,Louisa May Alcott,"Alcott, Louisa May",,"=""1406501069""","=""9781406501063""",0,4.09,Dodo Press,Paperback,288,2005,1870,,2024/12/25,to-read,to-read (#1409),to-read,,,,0,0
5693,Selected Stories of Anton Chekhov,Anton Chekhov,"Chekhov, Anton","Richard Pevear, Larissa Volokhonsky","=""0553381008""","=""9780553381009""",0,4.37,Modern Library,Paperback,496,2000,1903,,2024/12/25,to-read,to-read (#1408),to-read,,,,0,0
853510,Murder on the Orient Express,Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",0,4.20,HarperCollins,Paperback,274,2007,1934,,2024/12/24,to-read,to-read (#1407),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2024/12/24,to-read,to-read (#1406),to-read,,,,0,0
310259,Love You Forever,Robert Munsch,"Munsch, Robert",Sheila McGraw,"=""0920668372""","=""9780920668375""",0,4.38,Firefly Books,Paperback,32,1995,1986,,2024/12/24,to-read,to-read (#1405),to-read,,,,0,0
144974,The Velveteen Rabbit,Margery Williams Bianco,"Bianco, Margery Williams",William   Nicholson,"=""0380002558""","=""9780380002559""",0,4.31,Avon,Paperback,40,1987,1922,,2024/12/24,to-read,to-read (#1404),to-read,,,,0,0
323355,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,"Jr., Joseph Smith",,"=""0967686563""","=""9780967686561""",0,4.24,The Church of Jesus Christ of Latter-day Saints,Paperback,531,2013,1830,,2024/12/24,to-read,to-read (#1403),to-read,,,,0,0
646462,القرآن الكريم,Anonymous,"Anonymous, Anonymous",Yaşar Nuri Öztürk,"=""""","=""""",0,4.38,,Hardcover,604,650,632,,2024/12/24,to-read,to-read (#1402),to-read,,,,0,0
114345,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",,"=""0060529962""","=""9780060529963""",0,4.36,Avon Books,Paperback,2700,2003,1971,,2024/12/24,to-read,to-read (#1401),to-read,,,,0,0
32929,Goodnight Moon,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,"=""0060775858""","=""9780060775858""",0,4.31,HarperCollins,Hardcover,32,2007,1947,,2024/12/24,to-read,to-read (#1400),to-read,,,,0,0
5479,Brave New World and Brave New World Revisited,Aldous Huxley,"Huxley, Aldous",Christopher Hitchens,"=""0060776099""","=""9780060776091""",0,4.16,Harper Perennial Modern Classics,Paperback,340,2005,1958,,2024/12/24,to-read,to-read (#1399),to-read,,,,0,0
11127,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.28,HarperCollins,Paperback,767,2014,1956,,2024/12/24,to-read,to-read (#1398),to-read,,,,0,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618640150""","=""9780618640157""",0,4.53,Houghton Mifflin Harcourt,Paperback,1216,2005,1954,,2024/12/24,to-read,to-read (#1397),to-read,,,,0,0
851678,"What Remains: A Memoir of Fate, Friendship, and Love",Carole Radziwill,"Radziwill, Carole",,"=""0743276949""","=""9780743276948""",0,4.19,Scribner,Hardcover,264,2005,2005,,2024/12/24,to-read,to-read (#1396),to-read,,,,0,0
3001512,Wesley the Owl: The Remarkable Love Story of an Owl and His Girl,Stacey O'Brien,"O'Brien, Stacey",,"=""1416551735""","=""9781416551737""",0,4.10,Free Press,Hardcover,230,2008,2008,,2024/12/24,to-read,to-read (#1395),to-read,,,,0,0
8745,Desert Flower,Waris Dirie,"Dirie, Waris",Cathleen Miller,"=""0688172377""","=""9780688172374""",0,4.23,William Morrow Paperbacks,Paperback,256,2011,1998,,2024/12/24,to-read,to-read (#1394),to-read,,,,0,0
35721089,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,"Sheff, David",,"=""1328974715""","=""9781328974716""",0,4.16,Mariner Books,Paperback,352,2018,2007,,2024/12/24,to-read,to-read (#1393),to-read,,,,0,0
106590,Lincoln,David Herbert Donald,"Donald, David Herbert",,"=""068482535X""","=""9780684825359""",0,4.19,Simon  Schuster,Paperback,714,1996,1995,,2024/12/24,to-read,to-read (#1392),to-read,,,,0,0
138269,Catch Me If You Can: The True Story of a Real Fake,Frank W. Abagnale,"Abagnale, Frank W.",Stan Redding,"=""1840187166""","=""9781840187168""",0,4.04,Mainstream Publishing,Paperback,224,2003,1980,,2024/12/24,to-read,to-read (#1391),to-read,,,,0,0
96123,All the President’s Men,Carl Bernstein,"Bernstein, Carl",Bob Woodward,"=""1416522913""","=""9781416522911""",0,4.18,Pocket Books,Mass Market Paperback,480,2005,1974,,2024/12/24,to-read,to-read (#1390),to-read,,,,0,0
537404,Life and Death in Shanghai,Nien Cheng,"Cheng, Nien",,"=""014010870X""","=""9780140108705""",0,4.32,Penguin,Paperback,547,1988,1986,,2024/12/24,to-read,to-read (#1389),to-read,,,,0,0
586472,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""0553381350""","=""9780553381351""",0,4.23,Bantam,Paperback,352,2001,1979,,2024/12/24,to-read,to-read (#1388),to-read,,,,0,0
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous,"Anonymous, Anonymous","Marta Hillers, Philip Boehm, Hans Magnus Enzensberger","=""0312426119""","=""9780312426118""",0,4.28,Picador,Paperback,261,2006,1953,,2024/12/24,to-read,to-read (#1387),to-read,,,,0,0
428223,The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein,"Bernstein, Harry",,"=""0345495802""","=""9780345495808""",0,4.08,Ballantine Books,Hardcover,297,2007,2006,,2024/12/24,to-read,to-read (#1386),to-read,,,,0,0
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,"Mah, Adeline Yen",,"=""0440228654""","=""9780440228653""",0,4.08,Laurel Leaf (Random House Children's Books ),Mass Market Paperback,205,2009,1999,,2024/12/24,to-read,to-read (#1385),to-read,,,,0,0
60407689,Dinners with Ruth: A Memoir on the Power of Friendships,Nina Totenberg,"Totenberg, Nina",,"=""1982188081""","=""9781982188085""",0,4.12,Simon & Schuster,Hardcover,320,2022,2022,,2024/12/24,to-read,to-read (#1384),to-read,,,,0,0
6366437,Half Broke Horses,Jeannette Walls,"Walls, Jeannette",,"=""1416586288""","=""9781416586289""",0,4.08,Scribner,Hardcover,272,2009,2009,,2024/12/24,to-read,to-read (#1383),to-read,,,,0,0
24790,Paula,Isabel Allende,"Allende, Isabel",,"=""849759388X""","=""9788497593885""",0,4.21,DEBOLSILLO,Paperback,432,2003,1994,,2024/12/24,to-read,to-read (#1382),to-read,,,,0,0
6667,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311401""","=""9780141311401""",0,4.07,Puffin Books,Paperback,176,2001,1984,,2024/12/24,to-read,to-read (#1381),to-read,,,,0,0
104189,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,"Hall, Ron","Denver Moore, Lynn Vincent","=""0849900417""","=""9780849900419""",0,4.20,Thomas Nelson,Hardcover,237,2006,2006,,2024/12/24,to-read,to-read (#1380),to-read,,,,0,0
29072594,Born to Run,Bruce Springsteen,"Springsteen, Bruce",,"=""1501141511""","=""9781501141515""",0,4.19,Simon & Schuster,Hardcover,528,2016,2016,,2024/12/24,to-read,to-read (#1379),to-read,,,,0,0
827685,Up from Slavery,Booker T. Washington,"Washington, Booker T.",Ishmael Reed,"=""0451527542""","=""9780451527547""",0,4.11,Penguin Books,Paperback,224,2000,1900,,2024/12/24,to-read,to-read (#1378),to-read,,,,0,0
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,"Plath, Sylvia",Karen V. Kukil,"=""0385720254""","=""9780385720250""",0,4.27,Vintage,Paperback,732,2000,2000,,2024/12/24,to-read,to-read (#1377),to-read,,,,0,0
20257122,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",Michelle Knight,"Knight, Michelle",Michelle Burford,"=""1602862567""","=""9781602862562""",0,4.17,Grand Central Publishing,Hardcover,252,2014,2014,,2024/12/24,to-read,to-read (#1376),to-read,,,,0,0
43255,Not Without My Daughter,Betty Mahmoody,"Mahmoody, Betty",,"=""0552152161""","=""9780552152167""",0,4.17,Transworld Publishers Ltd,Paperback,528,2004,1987,,2024/12/24,to-read,to-read (#1375),to-read,,,,0,0
61355265,The Light We Carry: Overcoming in Uncertain Times,Michelle Obama,"Obama, Michelle",,"=""0593237463""","=""9780593237465""",0,4.27,Crown,Hardcover,319,2022,2022,,2024/12/24,to-read,to-read (#1374),to-read,,,,0,0
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies,"Gies, Miep",Alison Leslie Gold,"=""0671662341""","=""9780671662349""",0,4.30,Simon & Schuster,Paperback,256,1988,1987,,2024/12/24,to-read,to-read (#1373),to-read,,,,0,0
12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"Fadiman, Anne",,"=""0374525641""","=""9780374525644""",0,4.20,"Farrar, Straus and Giroux ",Paperback,341,2007,1997,,2024/12/24,to-read,to-read (#1372),to-read,,,,0,0
18478222,Twelve Years a Slave,Solomon Northup,"Northup, Solomon","Karolyn Smardz Frost, Sue Eakin, Joseph Logsdon, Eric Ashley Hairston","=""0989794806""","=""9780989794800""",0,4.22,Eakin Films & Publishing,ebook,363,2013,1853,,2024/12/24,to-read,to-read (#1371),to-read,,,,0,0
58524608,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne  Michaud,"Michaud, Anne",,"=""0997663359""","=""9780997663358""",0,4.29,Ogunquit-NY Press,Kindle Edition,199,2021,,,2024/12/24,to-read,to-read (#1370),to-read,,,,0,0
764165,The Snow Leopard,Peter Matthiessen,"Matthiessen, Peter",,"=""0140255087""","=""9780140255089""",0,4.07,Penguin Books,Paperback,338,1996,1978,,2024/12/24,to-read,to-read (#1369),to-read,,,,0,0
4952,What Is the What,Dave Eggers,"Eggers, Dave",,"=""1932416641""","=""9781932416640""",0,4.14,McSweeney's,Hardcover,475,2006,2006,,2024/12/24,to-read,to-read (#1368),to-read,,,,0,0
133486,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"Massie, Robert K.",,"=""0345438310""","=""9780345438317""",0,4.23,Random House Trade Paperbacks,Paperback,640,2000,1967,,2024/12/24,to-read,to-read (#1367),to-read,,,,0,0
25378,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,"Strauss, Neil","Vince Neil, Nikki Sixx, Mick Mars, Tommy Lee","=""0060989157""","=""9780060989156""",0,4.14,HCP US (PG UK),Paperback,431,2002,2001,,2024/12/24,to-read,to-read (#1366),to-read,,,,0,0
270032,Seven Years in Tibet,Heinrich Harrer,"Harrer, Heinrich",,"=""0874778883""","=""9780874778885""",0,4.10,Tarcher,Paperback,330,1996,1953,,2024/12/24,to-read,to-read (#1365),to-read,,,,0,0
232577,Gorillas in the Mist,Dian Fossey,"Fossey, Dian",,"=""061808360X""","=""9780618083602""",0,4.15,Mariner Books,Paperback,326,2000,1983,,2024/12/24,to-read,to-read (#1364),to-read,,,,0,0
3423364,John Lennon: The Life,Philip Norman,"Norman, Philip",,"=""006075401X""","=""9780060754013""",0,4.04,Ecco,Hardcover,851,2008,1982,,2024/12/24,to-read,to-read (#1363),to-read,,,,0,0
95420,Personal History: A Memoir,Katharine Graham,"Graham, Katharine",,"=""0375701044""","=""9780375701047""",0,4.08,Vintage,Paperback,642,1998,1997,,2024/12/24,to-read,to-read (#1362),to-read,,,,0,0
133729,Lucky Man,Michael J. Fox,"Fox, Michael J.",,"=""0091889545""","=""9780091879204""",0,4.07,Hyperion,Hardcover,260,2002,2002,,2024/12/24,to-read,to-read (#1361),to-read,,,,0,0
96647,Scar Tissue,Anthony Kiedis,"Kiedis, Anthony",Larry Sloman,"=""1401307450""","=""9781401307455""",0,4.11,Da Capo,Paperback,465,2005,2004,,2024/12/24,to-read,to-read (#1360),to-read,,,,0,0
5084,My Life in France,Julia Child,"Child, Julia",Alex Prud'Homme,"=""1400043468""","=""9781400043460""",0,4.16,Knopf Publishing Group,Hardcover,336,2006,2006,,2024/12/24,to-read,to-read (#1359),to-read,,,,0,0
228630,Black Boy,Richard Wright,"Wright, Richard",Jerry W. Ward Jr.,"=""0060929782""","=""9780060929787""",0,4.09,Harper Perennial Modern Classics,Paperback,419,1998,1945,,2024/12/24,to-read,to-read (#1358),to-read,,,,0,0
30594,"Speak, Memory",Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.08,Penguin,Paperback,255,2000,1966,,2024/12/24,to-read,to-read (#1357),to-read,,,,0,0
110737,Seabiscuit: An American Legend,Laura Hillenbrand,"Hillenbrand, Laura",,"=""0345465083""","=""9780345465085""",0,4.23,Ballantine Books,Mass Market Paperback,457,2003,1999,,2024/12/24,to-read,to-read (#1356),to-read,,,,0,0
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,"=""015626224X""","=""9780156262248""",0,4.09,Mariner Books,Paperback,213,1972,1933,,2024/12/24,to-read,to-read (#1355),to-read,,,,0,0
6882,Papillon,Henri Charrière,"Charrière, Henri",,"=""0061120669""","=""9780061120664""",0,4.23,William Morrow Paperbacks,Paperback,544,2006,1969,,2024/12/24,to-read,to-read (#1354),to-read,,,,0,0
6480781,Open,Andre Agassi,"Agassi, Andre","J.R. Moehringer, Андре Агаси","=""0307268195""","=""9780307268198""",0,4.31,Knopf,Hardcover,388,2009,2009,,2024/12/24,to-read,to-read (#1353),to-read,,,,0,0
534255,Autobiography of a Face,Lucy Grealy,"Grealy, Lucy",Ann Patchett,"=""0060569662""","=""9780060569662""",0,3.97,Harper Perennial,Paperback,236,2003,1994,,2024/12/24,to-read,to-read (#1352),to-read,,,,0,0
2279,Truman,David McCullough,"McCullough, David",,"=""0671869205""","=""9780671869205""",0,4.16,Simon  Schuster,Paperback,1120,1993,1992,,2024/12/24,to-read,to-read (#1351),to-read,,,,0,0
613283,Princess: A True Story of Life Behind the Veil in Saudi Arabia,jean-sasson,"jean-sasson, jean-sasson",,"=""0967673747""","=""9780967673745""",0,4.03,Windsor-brooke Books,Paperback,296,2001,1993,,2024/12/24,to-read,to-read (#1350),to-read,,,,0,0
46815,Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher,"Hornbacher, Marya",,"=""0060858796""","=""9780060858797""",0,4.03,Harper Perennial,Paperback,298,2006,1998,,2024/12/24,to-read,to-read (#1349),to-read,,,,0,0
111222,The Life of Elizabeth I,Alison Weir,"Weir, Alison",,"=""0345425502""","=""9780345425508""",0,4.03,Ballantine Books,Paperback,532,1999,1998,,2024/12/24,to-read,to-read (#1348),to-read,,,,0,0
40189,"A Year in Provence (Provence, #1)",Peter Mayle,"Mayle, Peter",,"=""0679731148""","=""9780679731146""",0,4.00,Vintage,Paperback,224,1991,1989,,2024/12/24,to-read,to-read (#1347),to-read,,,,0,0
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,"=""0812973011""","=""9780812973013""",0,4.20,Random House Trade Paperbacks,Paperback,333,2004,2003,,2024/12/24,to-read,to-read (#1346),to-read,,,,0,0
128066,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Władysław Szpilman,"Szpilman, Władysław",Anthea Bell,"=""057506708X""","=""9780575067080""",0,4.25,Victor Gollancz,Hardcover,222,1999,1946,,2024/12/24,to-read,to-read (#1345),to-read,,,,0,0
35488,Cash,Johnny Cash,"Cash, Johnny",Patrick   Carr,"=""0060727535""","=""9780060727536""",0,4.02,HarperOne,Paperback,310,2003,1997,,2024/12/24,to-read,to-read (#1344),to-read,,,,0,0
401514,Alive: The Story of the Andes Survivors,Piers Paul Read,"Read, Piers Paul",,"=""038000321X""","=""9780380003211""",0,4.13,Avon,Paperback,318,1975,1974,,2024/12/24,to-read,to-read (#1343),to-read,,,,0,0
48132,"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,"Durrell, Gerald",,"=""0142004413""","=""9780142004418""",0,4.17,Penguin Books,Paperback,273,2004,1956,,2024/12/24,to-read,to-read (#1342),to-read,,,,0,0
196764,A Piece of Cake,Cupcake Brown,"Brown, Cupcake",,"=""1400052297""","=""9781400052295""",0,4.24,Crown,Paperback,472,2007,2006,,2024/12/24,to-read,to-read (#1341),to-read,,,,0,0
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,"Ung, Loung",,"=""0060856262""","=""9780060856267""",0,4.35,Harper Perennial,Paperback,238,2006,2000,,2024/12/24,to-read,to-read (#1340),to-read,,,,0,0
6174,Survival in Auschwitz,Primo Levi,"Levi, Primo",Philip Roth,"=""0684826801""","=""9780684826806""",0,4.34,Simon & Schuster,Paperback,187,1996,1947,,2024/12/24,to-read,to-read (#1339),to-read,,,,0,0
32370,Dry,Augusten Burroughs,"Burroughs, Augusten",,"=""0312423799""","=""9780312423797""",0,4.03,Picador USA,Paperback,293,2004,2003,,2024/12/24,to-read,to-read (#1338),to-read,,,,0,0
758153,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",Joy Adamson,"Adamson, Joy",George Page,"=""0375714383""","=""9780375714382""",0,4.16,Pantheon Books,Paperback,224,2000,1960,,2024/12/24,to-read,to-read (#1337),to-read,,,,0,0
1624,West with the Night,Beryl Markham,"Markham, Beryl",,"=""0865471185""","=""9780865471184""",0,4.15,North Point Press,Paperback,294,1983,1942,,2024/12/24,to-read,to-read (#1336),to-read,,,,0,0
15749759,Free Country: A Penniless Adventure the Length of Britain,George Mahood,"Mahood, George",,"=""""","=""""",0,4.13,Amazon Media,Kindle Edition,319,2013,2013,,2024/12/24,to-read,to-read (#1335),to-read,,,,0,0
42603,Black Like Me,John Howard Griffin,"Griffin, John Howard",,"=""0451208641""","=""9780451208644""",0,4.11,Berkley,Paperback,208,2003,1961,,2024/12/24,to-read,to-read (#1334),to-read,,,,0,0
12691,Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,"Grogan, John",,"=""0739461192""","=""9780739461198""",0,4.14,William Morrow; 1ST edition,Hardcover,291,2005,2005,,2024/12/24,to-read,to-read (#1333),to-read,,,,0,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.25,Anchor Books,Paperback,368,1999,1997,,2024/12/24,to-read,to-read (#1332),to-read,,,,0,0
99300,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""0486298574""","=""9780486298573""",0,4.08,Dover Publications,Paperback,129,1997,1892,,2024/08/06,to-read,to-read (#1136),to-read,,,,0,0
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Brian W. Aldiss, Michael Glencross","=""014044906X""","=""9780140449068""",0,3.95,Penguin Books ,Paperback,252,2004,1872,,2024/08/06,to-read,to-read (#1130),to-read,,,,0,0
159760,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,"Pipher, Mary",,"=""1594481881""","=""9781594481888""",0,3.89,Riverhead Trade,Paperback,293,2005,1994,,2024/08/29,to-read,to-read (#1331),to-read,,,,0,0
395090,Ariel,Sylvia Plath,"Plath, Sylvia",,"=""0060931728""","=""9780060931728""",0,4.19,Harper Perennial Modern Classics,Paperback,128,2018,1965,,2024/08/29,to-read,to-read (#1330),to-read,,,,0,0
6260997,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof,"Kristof, Nicholas D.",Sheryl WuDunn,"=""0307267148""","=""9780307267146""",0,4.28,Knopf,Hardcover,294,2009,2008,,2024/08/29,to-read,to-read (#1329),to-read,,,,0,0
1591,Lysistrata,Aristophanes,"Aristophanes, Aristophanes","Sarah Ruden, Jack Lindsay, Alex Struik, Benjamin Jowett","=""0872206033""","=""9780872206038""",0,3.87,"Hackett Publishing Company, Inc.",Paperback,132,2003,-423,,2024/08/29,to-read,to-read (#1328),to-read,,,,0,0
25437891,The V Girl: A Coming of Age Story,Mya Robarts,"Robarts, Mya",,"=""""","=""""",0,3.98,Mya Robarts,Kindle Edition,340,2015,2015,,2024/08/29,to-read,to-read (#1327),to-read,,,,0,0
18813642,Bad Feminist,Roxane Gay,"Gay, Roxane",,"=""0062282719""","=""9780062282712""",0,3.93,Harper Perennial,Paperback,320,2014,2014,,2024/08/29,to-read,to-read (#1326),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",0,4.12,Ballantine Books,Paperback,537,1995,1992,,2024/08/29,to-read,to-read (#1325),to-read,,,,0,0
52588,Cunt: A Declaration of Independence,Inga Muscio,"Muscio, Inga",Betty Dodson,"=""1580050751""","=""9781580050753""",0,3.89,Seal Press,Paperback,373,2002,1998,,2024/08/29,to-read,to-read (#1324),to-read,,,,0,0
85767,Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,"Butler, Judith",,"=""0415389550""","=""9780415389556""",0,4.05,Routledge,Paperback,236,2006,1989,,2024/08/29,to-read,to-read (#1323),to-read,,,,0,0
635635,"Women, Race & Class",Angela Y. Davis,"Davis, Angela Y.",,"=""0394713516""","=""9780394713519""",0,4.58,Vintage,Paperback,271,1983,1981,,2024/08/29,to-read,to-read (#1322),to-read,,,,0,0
168484,Feminism Is for Everybody: Passionate Politics,bell hooks,"hooks, bell",,"=""0896086283""","=""9780896086289""",0,4.16,South End Press,Paperback,123,2000,2000,,2024/08/29,to-read,to-read (#1321),to-read,,,,0,0
39926,The Beauty Myth,Naomi Wolf,"Wolf, Naomi",,"=""0060512180""","=""9780060512187""",0,3.91,Harper Perennial,Paperback,368,2002,1990,,2024/08/29,to-read,to-read (#1320),to-read,,,,0,0
393146,"The Naming (The Books of Pellinor, #1)",Alison Croggon,"Croggon, Alison",,"=""0763631620""","=""9780763631628""",0,4.03,Candlewick Press,Paperback,492,2006,2002,,2024/08/29,to-read,to-read (#1319),to-read,,,,0,0
96281,"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",Elizabeth Moon,"Moon, Elizabeth",,"=""0671721046""","=""9780671721046""",0,4.32,Baen,Paperback,1040,1992,1992,,2024/08/29,to-read,to-read (#1318),to-read,,,,0,0
2986865,"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,"Goodman, Alison",,"=""0670062278""","=""9780670062270""",0,3.96,Viking Books for Young Readers,Hardcover,531,2008,2008,,2024/08/29,to-read,to-read (#1317),to-read,,,,0,0
5585788,"Skinwalker (Jane Yellowrock, #1)",Faith Hunter,"Hunter, Faith",,"=""0451462807""","=""9780451462800""",0,3.94,Ace,Mass Market Paperback,320,2009,2009,,2024/08/29,to-read,to-read (#1316),to-read,,,,0,0
28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,"Canavan, Trudi",,"=""1841493139""","=""9781841493138""",0,3.95,Orbit,Paperback,467,2004,2001,,2024/08/29,to-read,to-read (#1315),to-read,,,,0,0
21060,"Crown Duel (Crown & Court, #1-2)",Sherwood Smith,"Smith, Sherwood",,"=""0142301515""","=""9780142301517""",0,4.19,Firebird,Mass Market Paperback,471,2002,2002,,2024/08/29,to-read,to-read (#1314),to-read,,,,0,0
